uid,시장정보,지번 주소,도로명 주소,지리정보,시장개설주기,시장유형,취급품목,점포수,홈페이지주소,시도군
7ca58cc2-e16f-4e26-8a2d-91865d2bd637,성서보성화성상가,대구광역시 달서구 이곡동 1191번지 보성화성상가,대구광역시 달서구 이곡동 계대동문로 99,"{'latitude': '35.8563230', 'longitude': '128.5032027'}",매일,상설장,"농산물,축산물,가공식품,음식점업,기타소매업",34,,대구
03666a51-6c98-4818-be0c-340a1b1f0b25,송경종합시장,대구광역시 달서구 송현1동 1941-3,대구광역시 달서구 앞산순환로49길 73,"{'latitude': '35.8271754', 'longitude': '128.5515093'}",매일,상설장,"농산물,축산물,수산물,가공식품,기타소매업",78,,대구
536e01f8-8832-49f3-8720-9750335298ec,송현주공시장(월촌역시장),대구광역시 달서구 송현동 1948-3,대구광역시 달서구 송현로12안길 38,"{'latitude': '35.8226469', 'longitude': '128.5481426'}",매일,상설장,"농산물,축산물,수산물,가공식품,음식점업",45,,대구
2e858c4e-0bd9-45c0-b58b-f980e47d7937,신내당시장,대구광역시 달서구 두류3동 486-1,대구광역시 달서구 야외음악당로39길 62,"{'latitude': '35.8545806', 'longitude': '128.5538578'}",매일,상설장,"농산물,축산물,수산물,가공식품,기타소매업",92,,대구
0ece5d44-c628-4cbd-8fa0-22539cade7b5,와룡시장,대구광역시 달서구 신당동 1788-3,대구광역시 달서구 성서대로 69길 7,"{'latitude': '35.8558155', 'longitude': '128.4993167'}",매일,상설장,"농산물,축산물,수산물,가공식품,기타소매업",139,,대구
3e4d89f3-ffa4-4e0b-9962-e893efd36434,성서용산시장,대구광역시 달서구 용산동 421-1,대구광역시 달서구 성지로 66-1,"{'latitude': '35.8551425', 'longitude': '128.5213886'}",매일,상설장,"농산물,축산물,의류/신발,가정용품,기타소매업",110,,대구
a166645d-308a-45f5-8b29-7a04fa5858d3,용산종합큰시장,대구광역시 달서구 용산동 933,대구광역시 달서구 달구벌대로 301길 187-11,"{'latitude': '35.8580402', 'longitude': '128.5311737'}",매일,상설장,"농산물,축산물,수산물,가공식품,음식점업",91,,대구
af4873d6-9213-4df8-b8d0-4e689d90fc55,월배시장,대구광역시 달서구 진천동 241-3,대구광역시 달서구 월배로24길 13,"{'latitude': '35.8140380', 'longitude': '128.5275136'}",매일,상설장,"농산물,축산물,수산물,의류/신발,기타소매업",315,,대구
02435d16-893b-4b34-949a-c66dbd99efa4,월성청구시장,대구광역시 달서구 학산로 17,대구광역시 달서구 월성2동 89-2,"{'latitude': '35.8275367', 'longitude': '128.5310970'}",매일,상설장,"가정용품,음식점업",75,,대구
781cac56-e838-4f20-85d5-f22fe17b625e,두류신시장,대구광역시 달서구 성당동 706-21,대구광역시 달서구 당산동길 27,"{'latitude': '35.8452833', 'longitude': '128.5462446'}",매일,상설장,"농산물,축산물,가공식품,근린생활서비스업",82,,대구
146e1307-d3a3-44d8-9676-59dc81dec4ff,논공중앙시장,대구광역시 달성군 논공읍 북리 824-26,대구광역시 달성군 논공읍 용호로2길 12,"{'latitude': '35.7285118', 'longitude': '128.4465458'}",매일,상설장,"농산물,축산물,가공식품,의류/신발,기타소매업",60,,대구
a87f1041-0543-4b94-8b1c-0f0677a1cb87,현풍백년도깨비시장,대구광역시 달성군  현풍읍 원교리 12-5,대구광역시 달성군 현풍읍 현풍로 6길 5,"{'latitude': '35.6947902', 'longitude': '128.4421754'}",5일+10일,상설+정기,"축산물,가공식품,가정용품,음식점업,기타소매업",65,,대구
c3de9938-36c1-45d7-9605-71557c63653c,화원시장,대구광역시 달성군 화원읍 천내리 892-1,대구광역시 달성군 화원읍 화원읍 비슬로512길 66,"{'latitude': '35.8011760', 'longitude': '128.4995279'}",1일+6일,상설+정기,"농산물,축산물,수산물,음식점업,기타소매업",36,,대구
76942802-79e6-4a2c-bf72-2e510efbb845,공항시장,대구광역시 동구 지저동 694-41,대구광역시 동구 해동로3길 6,"{'latitude': '35.8963792', 'longitude': '128.6382384'}",매일,상설장,"농산물,축산물,기타소매업",62,,대구
3cf282b0-b52b-4d24-851b-5383361b63bb,동구시장,대구광역시 동구 효목동 533,대구광역시 동구 효목로 8동 구시장 A동,"{'latitude': '35.8741016', 'longitude': '128.6396141'}",매일,상설장,"농산물,축산물,가공식품,음식점업,기타소매업",123,,대구
4e058bb4-42db-4f3c-a778-72bb001e70a6,동대구역전시장,대구광역시 동구 신천동 278,대구광역시 동구 동부로 16길 18,"{'latitude': '35.8742990', 'longitude': '128.6205346'}",매일,상설장,"농산물,축산물,가공식품,의류/신발,기타소매업",35,,대구
a89fd0dc-8747-4341-9eb2-547d39692c50,동서시장,대구광역시 동구 신암동 94-14,대구광역시 동구 아양로 37길51-1,"{'latitude': '35.8881958', 'longitude': '128.6334001'}",매일,상설장,"축산물,수산물,가공식품,기타소매업",82,,대구
39264be2-3abb-45a6-83ee-cb86c7ad0848,목련시장,대구광역시 동구 신기동 271-2,대구광역시 동구 반야월로30길 61-1,"{'latitude': '35.8699718', 'longitude': '128.7046591'}",1일+6일,상설+정기,"축산물,가공식품,의류/신발,기타소매업",64,,대구
f83e1eae-fe78-4f21-bbbf-9811265a22a4,반야월종합시장,대구광역시 동구 신기동 174-1,대구광역시 동구 율하동로 143,"{'latitude': '35.8723993', 'longitude': '128.7023798'}",매일,상설장,"의류/신발,가정용품,음식점업",91,,대구
8f8c2690-2df4-4038-a718-ea8be469a13c,방촌시장,대구광역시 동구 방촌동 1067-2,대구광역시 동구 동촌로46길 2,"{'latitude': '35.8812179', 'longitude': '128.6643735'}",매일,상설장,"축산물,가공식품,기타소매업",98,,대구
4da0c012-1c69-416d-8b0d-f84cc0ecf8c2,불로전통시장,대구광역시 동구 불로동 449-1,대구광역시 동구 반야월로1길 7,"{'latitude': '35.9102351', 'longitude': '128.6419343'}",1일+6일,상설+정기,"축산물,수산물,가공식품,기타소매업",100,,대구
9b3a17a4-7a69-4ae0-bd63-e70fe4f8b390,송라시장,대구광역시 동구 신천동 537-13,대구광역시 동구 동부로5길 10,"{'latitude': '35.8744567', 'longitude': '128.6152849'}",매일,상설장,"농산물,축산물,수산물,가공식품,음식점업",48,,대구
bbb22ad3-27df-4c86-8eb6-10d0691d943c,평화시장,대구광역시 동구 신암동 597-14,대구광역시 동구 아양로 9길 6-6,"{'latitude': '35.8826688', 'longitude': '128.6194844'}",매일,상설장,"의류/신발,음식점업,기타소매업",71,,대구
49368e4a-7c09-4a1c-976f-ff68d44e1336,대구능금시장,대구광역시 북구 칠성동1가 234-9,대구광역시 북구 칠성남로 197-15,"{'latitude': '35.8771872', 'longitude': '128.6019756'}",매일,상설장,농산물,136,,대구
4296f215-1578-4b98-8654-1b3399590ec8,대구청과시장,대구광역시 북구 칠성동1가 276-102,대구광역시 북구 칠성시장로 34,"{'latitude': '35.8771944', 'longitude': '128.6041177'}",매일,상설장,"농산물,축산물,가공식품",116,,대구
d215b32d-bec4-4e8c-8720-ff2d0d021560,동대구시장,대구광역시 북구 대현동 390,대구광역시 북구 대현로20길 30,"{'latitude': '35.8811356', 'longitude': '128.6089338'}",매일,상설장,"농산물,축산물,가공식품,기타소매업",83,,대구
43617b8b-f700-43b3-8e39-8a25b3a46e46,동대구신시장,대구광역시 북구 대현동 270-8,대구광역시 북구 대현로 100,"{'latitude': '35.8821485', 'longitude': '128.6097699'}",매일,상설장,"농산물,축산물,가공식품,의류/신발,기타소매업",103,,대구
38b0b750-d8a8-4d41-91fa-d1898fb1f30f,산격종합시장,대구광역시 북구 산격동 1258,대구광역시 북구 대동로1길 34,"{'latitude': '35.8984123', 'longitude': '128.6105172'}",매일,상설장,"농산물,수산물,의류/신발,기타소매업",300,,대구
19409b2f-976a-49a3-a57b-f532d6820173,삼성시장,대구광역시 북구 칠성동1가 276-108,대구광역시 북구 칠성시장로 42,"{'latitude': '35.8778304', 'longitude': '128.6035752'}",매일,상설장,"농산물,축산물,수산물",60,,대구
569c1afc-6fc8-415c-95b1-859165900212,서변중앙시장,대구광역시 북구 서변동 1751,대구광역시 북구 호국로43길27,"{'latitude': '35.9209978', 'longitude': '128.5961895'}",2일+7일,상설+정기,"농산물,축산물,수산물,가공식품,기타소매업",65,,대구
ff5bb241-253d-4bfe-98b0-27142bc743a8,중앙시장,대구광역시 북구 태전동 156-1,대구광역시 북구 태전로 15,"{'latitude': '35.9216773', 'longitude': '128.5449455'}",매일,상설장,"농산물,축산물,가공식품,기타소매업",38,,대구
a400fdcc-ce28-4af8-87db-b3202975e6a9,칠곡시장,대구광역시 북구 읍내동 1201-1,대구광역시 북구 칠곡중앙대로526,"{'latitude': '35.9423795', 'longitude': '128.5510184'}",1일+6일,상설+정기,"농산물,가공식품,의류/신발,기타소매업",62,,대구
9034a14f-2069-4ce0-8024-a741e5336c10,칠성시장,대구광역시 북구 칠성동1가 276-163,대구광역시 북구 칠성남로 229,"{'latitude': '35.8763055', 'longitude': '128.6053736'}",매일,상설장,"농산물,축산물,수산물,가공식품,기타소매업",243,,대구
0fd7d91a-4ccd-486d-8ce4-363ad8b8d46c,칠성진시장,대구광역시 북구 칠성동1가 89,대구광역시 북구 칠성시장로 19,"{'latitude': '35.8756535', 'longitude': '128.6040357'}",매일,상설장,"수산물,가공식품,의류/신발,기타소매업",106,,대구
46fe8c3e-dfe3-4937-a1e0-72dc960e1ca7,팔달신시장,대구광역시 북구 노원동3가,대구광역시 북구 팔달로33길5-9,"{'latitude': '35.8964', 'longitude': '128.5674'}",매일,상설장,"농산물,축산물,수산물,가공식품,기타소매업",520,,대구
8a2f5473-2cee-4790-8316-9d2534e6de2b,산업용재관,대구광역시 북구 산격동 1629,대구광역시 북구 유통단지로 16,"{'latitude': '35.9039970', 'longitude': '128.6058348'}",매일,상설장,근린생활서비스,1062,,대구
fe872f83-9865-4500-81dd-12f0ff28073c,섬유제품관,대구광역시 북구 산격동 1667,대구광역시 북구 유통단지로 60,"{'latitude': '35.9063176', 'longitude': '128.6096330'}",매일,상설장,음식점업,146,,대구
db86d8f5-861b-4717-9ce0-a8405c919668,전기재료관,대구광역시 북구 산격동 1665,대구광역시 북구 유흥단지로 38(산격동),"{'latitude': '35.9053633', 'longitude': '128.6075309'}",매일,상설장,근린생활서비스,141,www.ok2018.co.kr,대구
f60c9ae1-3c0e-45dd-ab53-24c1caf09f00,전기조명관,대구광역시 북구 산격2동 1666,대구광역시 북구 유통단지로50,"{'latitude': '35.9057073', 'longitude': '128.6082861'}",매일,상설장,근린생활서비스,83,,대구
7146d369-a120-41a4-b814-5207641bc87a,전자관,대구광역시 북구 산격동 1621,대구광역시 북구 유통단지로 45 전자관,"{'latitude': '35.9071354', 'longitude': '128.6068548'}",매일,상설장,음식점업,1011,,대구
bf65c844-bf36-4fc8-b2cb-60d935d45800,전자상가,대구광역시 북구 산격동 1626,대구광역시 북구 유통단지로25,"{'latitude': '35.9060128', 'longitude': '128.6055203'}",매일,상설장,"음식점업,근린생활서비스",369,,대구
00d78e7c-7841-43bb-9553-1f76f4c015f3,칠성본시장,대구광역시 북구 칠성동1가 97-1,대구광역시 북구 칠성시장로 15-1,"{'latitude': '35.8754986', 'longitude': '128.6043863'}",매일,상설장,"축산물,수산물,가공식품",78,,대구
23d48866-482e-4307-bf33-8727349b90b1,칠성전자주방시장,대구광역시 북구 칠성동2가 409-71,대구광역시 북구 칠성시장로 73-1,"{'latitude': '35.8785959', 'longitude': '128.6010460'}",매일,상설장,음식점업,110,,대구
b580c225-681b-4fd8-824d-a5697d5cd502,대평리시장,대구광역시 서구 평리동676-7,대구광역시 서구 문화로49길 25,"{'latitude': '35.8779998', 'longitude': '128.5589642'}",매일,상설장,"농산물,수산물,가공식품,의류/신발,기타소매업",75,,대구
ab31d676-8004-466c-8793-fe33c9b5481d,새길시장,대구광역시 서구 내당2.3동 968-7,대구광역시 서구 달서로 17-7,"{'latitude': '35.8650362', 'longitude': '128.5715996'}",매일,상설장,"농산물,축산물,수산물,가공식품,의류/신발",69,,대구
0180d8a6-74de-41b6-a29d-488d70b87ce5,서구시장,대구광역시 서구 평리3동 1085-1,대구광역시 서구 국채보상로45길 33,"{'latitude': '35.8737820', 'longitude': '128.5557177'}",매일,상설장,"농산물,축산물,가공식품,음식점업,기타소매업",65,,대구
1d116bb9-11ec-4ca3-8d07-01c29ced1628,서부시장,대구광역시 서구 비산동 434-13,대구광역시 서구 달서로 26길 7-2,"{'latitude': '35.8744715', 'longitude': '128.5721807'}",매일,상설장,"농산물,축산물,수산물,가공식품,기타소매업",135,,대구
ecd4bc01-2afe-4699-a9ce-f60f841a0449,신평리시장,대구광역시 서구 평리동 1205,대구광역시 서구 국채보상로 52길 33,"{'latitude': '35.8680941', 'longitude': '128.5606822'}",매일,상설장,"농산물,축산물,수산물,가공식품,의류/신발",140,,대구
c4abb6df-ec73-40e8-ba9d-911ced9e94d1,원고개시장,대구광역시 서구 비산동 566-2,대구광역시 서구 통학로46길 48,"{'latitude': '35.8802503', 'longitude': '128.5682929'}",매일,상설장,"농산물,축산물,수산물,가공식품,의류/신발",127,,대구
2b51e314-34e4-422a-878e-e467e595b910,원대신시장,대구광역시 서구 원대동3가 1434-4,대구광역시 서구 달서로 54길 6,"{'latitude': '35.8855046', 'longitude': '128.5748503'}",매일,상설장,"농산물,축산물,수산물,가공식품,기타소매업",59,,대구
3e890b4a-a4f1-4f63-ac9c-ab8229359851,이현시장,대구광역시 서구 평리동 606-8,대구광역시 서구 문화로 33길24,"{'latitude': '35.8769582', 'longitude': '128.5507364'}",매일,상설장,"농산물,가공식품,근린생활서비스업",54,,대구
3d3c0b03-5ccf-4559-bf43-1c64f00145c8,중평시장,대구광역시 서구 평리동 1437-5,대구광역시 서구 서대구로 17길16,"{'latitude': '35.8653710', 'longitude': '128.5539055'}",매일,상설장,"농산물,가공식품,의류/신발",77,,대구
9d5af097-91fe-44fb-b310-87068b336fdd,동성시장,대구광역시 수성구 수성2가 39-1,대구광역시 수성구 수성2가 39-1(수성동2가),"{'latitude': '35.8557162', 'longitude': '128.6167894'}",매일,상설장,"농산물,축산물,가공식품,기타소매업",99,,대구
cc4a11aa-76d1-40d4-bd7c-3912dd979545,수성시장,대구광역시 수성구 수성2가 39-3,대구광역시 수성구 들안로 285-56(수성동2가),"{'latitude': '35.8549908', 'longitude': '128.6170296'}",매일,상설장,"농산물,축산물,수산물,의류/신발,기타소매업",98,,대구
6eddac8f-3242-4c53-be4c-d36707c47344,신매시장,대구광역시 수성구 신매동576-2,대구광역시 수성구 신매로16길 24-4(신매동),"{'latitude': '35.8372885', 'longitude': '128.7097118'}",매일,상설장,"농산물,축산물,수산물,가공식품,기타소매업",178,,대구
5d76d912-fb65-45d0-a940-393d33834f75,지산목련시장(지산종합시장),대구광역시 수성구 지산동 1199-10,대구광역시 수성구 용학로42길 9(지산동),"{'latitude': '35.8208592', 'longitude': '128.6318707'}",매일,상설장,"농산물,축산물,수산물,가공식품,기타소매업",58,,대구
f8ad4582-78b3-4e73-b7a8-0d09b8cf7227,청구시장,대구광역시 수성구 만촌동 984-1,대구광역시 수성구 만촌로 66(만촌동),"{'latitude': '35.8649407', 'longitude': '128.6442281'}",매일,상설장,"농산물,축산물,가공식품,의류/신발,기타소매업",60,,대구
694a74c2-0cd5-465d-96bd-0892ff772119,태백시장,대구광역시 수성구 수성2가 39-4,대구광역시 수성구 수성2가 39-4(수성동2가),"{'latitude': '35.8551035', 'longitude': '128.6167362'}",매일,상설장,"농산물,축산물,수산물,가공식품,기타소매업",61,,대구
da64bbfc-a6e9-418a-8d9b-3037a7bbbcc7,황금시장,대구광역시 수성구 황금동 746,대구광역시 수성구 청솔로 19(황금동),"{'latitude': '35.8483541', 'longitude': '128.6199777'}",매일,상설장,"농산물,가공식품,의류/신발,기타소매업",30,,대구
bf135276-d9b4-4ff0-bee5-db24c9b2f4fb,교동시장,대구광역시 중구 교동 67-12,대구광역시 중구 교동길 40,"{'latitude': '35.8731378', 'longitude': '128.5965936'}",매일,상설장,"의류/신발,가정용품,음식점업,기타소매업",147,,대구
04eae150-b686-4da1-ba4a-2956c0b435e0,남문시장,대구광역시 중구 남산동 698-22,대구광역시 중구 명륜로70,"{'latitude': '35.8610561', 'longitude': '128.5919663'}",매일,상설장,"농산물,축산물,수산물,가공식품,기타소매업",240,,대구
16e7d51a-9d7e-4496-85a6-0e802566bcd2,동산상가,대구광역시 중구 대신동 115-30,대구광역시 중구 큰장로26길 65,"{'latitude': '35.8689559', 'longitude': '128.5817236'}",매일,상설장,"의류/신발,가정용품,음식점업",816,,대구
f1784521-2233-4a52-9724-6bd6dfad893f,명품프라자상가,대구광역시 중구 대신동 115-112,대구광역시 중구 큰장로 28길 27,"{'latitude': '35.8699058', 'longitude': '128.5808467'}",매일,상설장,"의류/신발,가정용품,음식점업",213,,대구
3598db13-451c-453f-a041-96ff35b9411d,방천시장,대구광역시 중구 대봉동,대구광역시 중구 달구벌대로450길,"{'latitude': '35.861649', 'longitude': '128.6043'}",매일,상설장,"농산물,기타소매업",70,,대구
9de4d8a8-aab3-4049-887d-464b79fbb311,번개시장,대구광역시 중구 태평로1가 1-152,대구광역시 중구 태평로 177-3\,"{'latitude': '35.8750266', 'longitude': '128.5981253'}",매일,상설장,"농산물,축산물,가공식품",120,,대구
e5e5a1c0-b894-4bb8-bb29-f53fdb9f10a9,서문시장2지구종합상가,대구광역시 중구 대신동 2105,대구광역시 중구 큰장로26길25,"{'latitude': '35.8688302', 'longitude': '128.5795372'}",매일,상설장,"수산물,의류/신발,음식점업,기타소매업,근린생활서비스",1518,,대구
3dbce191-02a1-4b1b-9e90-cf43fb5c9cfa,서문시장5지구,대구광역시 중구 대신동115-400,대구광역시 중구 큰장로26길 6,"{'latitude': '35.8680712', 'longitude': '128.5784551'}",매일,상설장,"농산물,의류/신발,가정용품,기타소매업,근린생활서비스",237,,대구
ff4c24aa-1926-4cf4-895b-929bfaa9999a,서문시장건해산물상가,대구광역시 중구 대신동 265-5,대구광역시 중구 큰장로 26안길5,"{'latitude': '35.8681434', 'longitude': '128.5794865'}",매일,상설장,"농산물,수산물",100,,대구
78496a34-253f-443e-9da1-dc6c702887dd,서문시장제1지구직물시장,대구광역시 중구 대신동 115-379 1층,대구광역시 중구 큰장로28길10 1층,"{'latitude': '35.8693976', 'longitude': '128.5798461'}",매일,상설장,"의류/신발,음식점업",196,,대구
6ae943e5-65bb-4eb3-8d92-b0ae47a4e385,서문시장제1지구포목시장,대구광역시 중구 대신동 115-379 2층,대구광역시 중구 큰장로28길10 2층,"{'latitude': '35.8693976', 'longitude': '128.5798461'}",매일,상설장,"의류/신발,음식점업",286,seomunmarket.modooal,대구
621a7538-f58c-49f0-9264-afcb0fdf555d,약령시장,대구광역시 중구 남성로 52-2,대구광역시 중구 남성로 27-1,"{'latitude': '35.8681249', 'longitude': '128.5899224'}",매일,상설장,근린생활서비스,215,,대구
77be8ce3-41d5-4304-b17b-b3bc339cc028,염매시장,대구광역시 중구 계산동2가 252,대구광역시 중구 종로 11-9,"{'latitude': '35.8668999', 'longitude': '128.5917256'}",매일,상설장,"농산물,축산물,수산물,가공식품,기타소매업",71,,대구
f661379b-00ec-4eba-b295-d3234e21f169,서문시장4지구종합대체상가(베네시움),대구광역시 중구 동산동 562,대구광역시 중구 달성로 18,"{'latitude': '35.8667052', 'longitude': '128.5827111'}",매일,상설장,"의류/신발,음식점업",1220,,대구
56b36626-649d-42d5-bc7f-166dcbf887a6,강화중앙시장(a동b동),"인천광역시 강화군 강화읍 신문리 205-5(A동), 관청리 523-3(B동)","인천광역시 강화군 강화읍 강화대로 429(A동), 430(B동)","{'latitude': '37.7468747', 'longitude': '126.4838432'}",매일,상설장,"농산물,축산물,수산물,가공식품,가정용품",126,,인천
5b7f492d-6552-4010-80ef-85c9287ca6d2,강화터미널상가,인천광역시 강화군 남산리 222번지,인천광역시 강화군 남산리 중앙로 43,"{'latitude': '37.7397783', 'longitude': '126.4903290'}",매일,상설장,"음식점업,기타소매업",93,,인천
6f4938e9-37ae-4fc6-bcb5-4fb962489cd8,강화풍물시장,인천광역시 강화군 강화읍 갑곳리 849,인천광역시 강화군 강화읍 중앙로 17-9,"{'latitude': '37.7411373', 'longitude': '126.4925155'}",2일+5일,상설+정기,"농산물,축산물,수산물,가공식품,기타소매업",183,,인천
75a0a8e2-323d-4b46-b911-dacdfc812216,계양산전통시장,인천광역시 계양구 병방동 383,인천광역시 계양구 병방시장로69 2층,"{'latitude': '37.5484241', 'longitude': '126.7392188'}",매일,상설장,"농산물,수산물,의류/신발,음식점업,기타소매업",124,,인천
6139d3dd-60a9-4be4-a281-e2a939fb1b91,작전시장,인천광역시 계양구 작전2동 862의1,인천광역시 계양구 봉오대로677번길 20,"{'latitude': '37.5324917', 'longitude': '126.7243307'}",매일,상설장,"농산물,축산물,가공식품,음식점업,기타소매업",120,https://twtter.com/gyeyangmarket https://m.blog.naver.com/gyeya,인천
34ce7509-ca6e-4efc-b5a5-96fb2d42363a,석바위시장,인천광역시 미추홀구 주안동 953-3,인천광역시 미추홀구 경인로 471번길 7,"{'latitude': '37.4591630', 'longitude': '126.6915922'}",매일,상설장,"농산물,축산물,수산물,가공식품,음식점업",172,,인천
05bfad17-e8db-47d5-9a98-dd5c14c7dff0,신기시장,인천광역시 미추홀구 주안동 1311-17,인천광역시 미추홀구 인하로272번길 25,"{'latitude': '37.4463637', 'longitude': '126.6784410'}",매일,상설장,"농산물,축산물,수산물,가공식품,의류/신발",130,http://spwmarket.co.kr,인천
759bd85a-e65e-4fb4-ad3a-f2d23cb80a34,용현시장,인천광역시 미추홀구 용현동 459-92,인천광역시 미추홀구 용삼길 13,"{'latitude': '37.4575812', 'longitude': '126.6503877'}",매일,상설장,"농산물,축산물,수산물,가공식품,기타소매업",237,,인천
d3197353-fd62-46d5-aaca-c7a56b666a13,인천남부종합시장,인천광역시 미추홀구 주안동 1315-19,인천광역시 미추홀구 인하로 274-30,"{'latitude': '37.4473708', 'longitude': '126.6783893'}",매일,상설장,"농산물,수산물,가공식품,음식점업,기타소매업",123,,인천
0054592e-90e0-4ea1-9fbf-a23674519ebc,인천용남시장,인천광역시 미추홀구 용현동 4-2,인천광역시 미추홀구 인주대로 266번길17-1,"{'latitude': '37.4518822', 'longitude': '126.6659356'}",매일,상설장,"농산물,축산물,수산물,의류/신발,기타소매업",60,,인천
a660b2e6-7da9-49c8-a7fc-c27d2075f78f,토지금고시장,인천광역시 미추홀구 용현동 617-55,인천광역시 미추홀구 낙성중로 38번길 5,"{'latitude': '37.4515424', 'longitude': '126.6378153'}",매일,상설장,"농산물,축산물,수산물,가공식품,기타소매업",118,,인천
44a787bd-e9de-4cd7-8568-f5174cd724aa,학익시장,인천광역시 미추홀구 학익동 270-3,인천광역시 미추홀구 학익동 한나루로 400,"{'latitude': '37.4431500', 'longitude': '126.6649906'}",매일,상설장,"농산물,축산물,가공식품,의류/신발,기타소매업",87,,인천
95adac38-51fb-4cdd-98d1-7adcd0b4799c,간석자유시장,인천광역시 남동구 간석동 41-1,인천광역시 남동구 백범로312-1,"{'latitude': '37.4638682', 'longitude': '126.7153983'}",매일,상설장,"농산물,축산물,수산물,가공식품,의류/신발",138,,인천
f71a085b-f3aa-443f-a8e4-68d11d6a45e4,구월도매전통시장,인천광역시 남동구 구월동 1175-15,인천광역시 남동구 인하로 527,"{'latitude': '37.4433273', 'longitude': '126.7052425'}",매일,상설장,"농산물,축산물,수산물,가공식품",77,,인천
f128ce48-81dd-489d-8c7c-1ccd70c056b6,구월시장,인천광역시 남동구 구월동 1267-4,인천광역시 남동구 호구포로 790번길 21의13,"{'latitude': '37.4528893', 'longitude': '126.7205349'}",매일,상설장,"농산물,축산물,수산물,가공식품,기타소매업",145,,인천
72a98b11-c439-4c1c-bc33-0596d0db20be,인천모래내전통시장,인천광역시 남동구 구월동 1263-3,인천광역시 남동구 구월로276번길 39,"{'latitude': '37.4538661', 'longitude': '126.7213368'}",매일,상설장,"농산물,축산물,수산물,의류/신발,음식점업",216,,인천
bb08afcb-f1c6-491d-9854-c1fa88f11bc4,장승백이전통시장,인천광역시 남동구 만수6동1082-1창대상가1동110호,인천광역시 남동구 인주대로888번길 35,"{'latitude': '37.4466109', 'longitude': '126.7352948'}",매일,상설장,"농산물,축산물,수산물,의류/신발,기타소매업",95,http://moraenaemarket.com,인천
204cd55c-e796-4038-8b54-6e7bb0c6627d,동부시장,인천광역시 동구 송림동 50-95,인천광역시 동구 샛골로 164-5,"{'latitude': '37.4770003', 'longitude': '126.6452565'}",매일,상설장,"농산물,축산물,수산물,가공식품,기타소매업",54,,인천
26167e87-0d8d-420e-ba69-a09e2f633146,송림공구상가,인천광역시 동구 송림동 296,인천광역시 동구 봉수대로 98,"{'latitude': '37.4840339', 'longitude': '126.6613477'}",매일,상설장,근린생활서비스,326,,인천
6d25bae1-0ea4-4f80-bb4a-021d2a9ee273,송현시장,인천광역시 동구 송현동 88-19,인천광역시 동구 화도진로44번길 18,"{'latitude': '37.4762304', 'longitude': '126.6346602'}",매일,상설장,"농산물,축산물,수산물,가공식품,기타소매업",103,,인천
2c4492c7-e3be-4b63-b49a-283e0a9d958c,인천산업유통사업협동조합,인천광역시 동구 송림동 294,인천광역시 동구 방축로 83번길 23,"{'latitude': '37.4859318', 'longitude': '126.6550708'}",매일,상설장,근린생활서비스,4735,,인천
c3ec939f-b19a-4396-8801-91462cc75094,중앙시장,인천광역시 동구 송현동 100-12,인천광역시 동구 중앙로 68,"{'latitude': '37.4753735', 'longitude': '126.6333728'}",매일,상설장,의류/신발,103,https://toolmarket.co.kr,인천
590db299-ba52-4c0d-a285-7da33b801484,현대시장,인천광역시 동구 송림동 50-1,인천광역시 동구 송림로109번길 21,"{'latitude': '37.4774845', 'longitude': '126.6461280'}",매일,상설장,"수산물,가공식품,의류/신발,가정용품,기타소매업",285,,인천
34dc2bb3-89b6-4b8d-a71c-9f4c427b214f,부평문화의거리,인천광역시 부평구 부평동 201의141,인천광역시 부평구 부평문화로 78-2,"{'latitude': '37.4940920', 'longitude': '126.7250068'}",매일,상설장,"가공식품,의류/신발,가정용품,음식점업,기타소매업",210,www.bpmarket.kr,인천
f13e5b60-30ff-44e1-aaa1-8fb72a0a2a60,부평종합시장,인천광역시 부평구 부평동 360-1,인천광역시 부평구 부흥로316번길 38-3,"{'latitude': '37.4964937', 'longitude': '126.7266115'}",매일,상설장,"농산물,축산물,수산물,가공식품,음식점업",200,http://www.bcstreet.com,인천
f5f9ec61-bc21-44b5-9de3-42c4ad94a57e,십정종합시장(열우물전통시장),인천광역시 부평구 십정동 321-6,인천광역시 부평구 배곶남로 21번길 18,"{'latitude': '37.4734782', 'longitude': '126.6956012'}",매일,상설장,"농산물,축산물,수산물,가공식품,의류/신발",75,,인천
cb1d66b5-5073-4b3d-ae69-3ab1c9d7e3ae,진흥종합시장,인천광역시 부평구 부평동 252-52,인천광역시 부평구 부흥로3204번길 27,"{'latitude': '37.4969952', 'longitude': '126.7266653'}",매일,상설장,"농산물,축산물,수산물,음식점업",82,sipjung.com,인천
28ef4c18-b88e-4830-832d-3d64393b51b7,가좌시장,인천광역시 서구 가좌2동 30-48,인천광역시 서구 장고개로337번길18의19,"{'latitude': '37.4935186', 'longitude': '126.6843607'}",매일,상설장,"농산물,축산물,수산물,가공식품,의류/신발",123,,인천
cef121ed-5ff9-4669-a092-dc2c32fbfcaf,신거북시장,인천광역시 서구 석남동 541-15,인천광역시 서구 거북로99,"{'latitude': '37.5032747', 'longitude': '126.6729580'}",매일,상설장,"농산물,축산물,수산물,가공식품,의류/신발",120,gjmarket.kr,인천
